,a_node,b_node,capacity,free_flow_time,a,b,direction,link_id
88,5039,10000077,99999,8.743967999999999,0.6,3,1,89
89,10000077,5039,99999,8.743967999999999,0.6,3,1,90
90,2743,10000066,99999,7.009356,0.6,3,1,91
91,10000066,2743,99999,7.009356,0.6,3,1,92
92,5081,10000066,99999,5.908008,0.6,3,1,93
93,10000066,5081,99999,5.908008,0.6,3,1,94
94,5489,10000066,99999,6.97416,0.6,3,1,95
95,10000066,5489,99999,6.97416,0.6,3,1,96
96,5591,10000066,99999,5.8075079999999994,0.6,3,1,97
97,10000066,5591,99999,5.8075079999999994,0.6,3,1,98
98,5592,10000066,99999,5.723916,0.6,3,1,99
99,10000066,5592,99999,5.723916,0.6,3,1,100
100,129,10000064,99999,6.064007999999999,0.6,3,1,101
101,10000064,129,99999,6.064007999999999,0.6,3,1,102
102,130,10000064,99999,5.10948,0.6,3,1,103
103,10000064,130,99999,5.10948,0.6,3,1,104
104,132,10000064,99999,5.5764,0.6,3,1,105
105,10000064,132,99999,5.5764,0.6,3,1,106
106,133,10000064,99999,5.299044,0.6,3,1,107
107,10000064,133,99999,5.299044,0.6,3,1,108
108,134,10000064,99999,5.3071079999999995,0.6,3,1,109
109,10000064,134,99999,5.3071079999999995,0.6,3,1,110
110,4849,10000067,99999,7.920767999999999,0.6,3,1,111
111,10000067,4849,99999,7.920767999999999,0.6,3,1,112
112,4850,10000067,99999,7.029696,0.6,3,1,113
113,10000067,4850,99999,7.029696,0.6,3,1,114
114,4851,10000067,99999,8.839368,0.6,3,1,115
115,10000067,4851,99999,8.839368,0.6,3,1,116
116,128,129,1400,0.13829466666666665,0.6,3,1,117
117,129,128,1400,0.13829466666666665,0.6,3,1,118
118,278,280,1400,0.202528,0.6,3,1,119
119,280,278,1400,0.202528,0.6,3,1,120
120,282,283,1400,0.20167866666666667,0.6,3,1,121
121,283,282,1400,0.20167866666666667,0.6,3,1,122
122,403,404,1400,0.17074533333333333,0.6,3,1,123
123,404,403,1400,0.17074533333333333,0.6,3,1,124
124,413,415,1400,0.3561346666666666,0.6,3,1,125
125,415,413,1400,0.3561346666666666,0.6,3,1,126
126,557,556,1400,0.342832,0.6,3,1,127
127,556,557,1400,0.342832,0.6,3,1,128
128,784,803,1400,0.10617066666666668,0.6,3,1,129
129,803,784,1400,0.10617066666666668,0.6,3,1,130
130,843,842,1400,0.14259066666666667,0.6,3,1,131
131,1051,1053,1400,0.32382266666666665,0.6,3,1,132
132,1053,1051,1400,0.32382266666666665,0.6,3,1,133
133,1056,1058,1400,0.10904799999999999,0.6,3,1,134
134,1058,1056,1400,0.10904799999999999,0.6,3,1,135
135,1056,1052,1400,0.27070399999999994,0.6,3,1,136
136,1052,1056,1400,0.27070399999999994,0.6,3,1,137
137,1059,1062,1400,0.111036,0.6,3,1,138
138,1062,1059,1400,0.111036,0.6,3,1,139
139,1063,1064,1400,0.10704666666666666,0.6,3,1,140
140,1064,1063,1400,0.10704666666666666,0.6,3,1,141
141,1073,1074,1400,0.14374133333333333,0.6,3,1,142
142,1074,1073,1400,0.14374133333333333,0.6,3,1,143
143,1089,1095,1400,0.7634506666666666,0.6,3,1,144
144,1095,1089,1400,0.7634506666666666,0.6,3,1,145
145,1194,1196,1400,0.26998666666666665,0.6,3,1,146
146,1196,1194,1400,0.26998666666666665,0.6,3,1,147
147,1323,1324,1400,0.479984,0.6,3,1,148
148,1324,1323,1400,0.479984,0.6,3,1,149
149,1367,1368,4000,0.21439476923076922,0.6,3,1,150
150,1368,1367,4000,0.21439476923076922,0.6,3,1,151
151,1558,1560,1400,0.24919866666666668,0.6,3,1,152
152,1560,1558,1400,0.24919866666666668,0.6,3,1,153
153,212,1621,1400,0.44186,0.6,3,1,154
154,1621,212,1400,0.44186,0.6,3,1,155
155,1713,2035,1400,0.053924,0.6,3,1,156
156,2035,1713,1400,0.053924,0.6,3,1,157
157,2705,390,1400,0.113076,0.6,3,1,158
158,390,2705,1400,0.113076,0.6,3,1,159
159,3096,3152,6600,0.2651026666666667,0.6,3,1,160
160,3096,3171,6600,0.20548866666666665,0.6,3,1,161
161,3354,463,6600,0.8151893333333334,0.6,3,1,162
162,1499,4186,1400,0.12304666666666669,0.6,3,1,163
163,4186,1499,1400,0.12304666666666669,0.6,3,1,164
164,1624,4193,4000,0.28223446153846155,0.6,3,1,165
165,4193,1624,4000,0.28223446153846155,0.6,3,1,166
166,410,4194,1400,0.19241999999999998,0.6,3,1,167
167,4194,410,1400,0.19241999999999998,0.6,3,1,168
168,409,846,1400,0.10743200000000001,0.6,3,1,169
169,846,409,1400,0.10743200000000001,0.6,3,1,170
170,4196,4199,1400,0.125172,0.6,3,1,171
171,4199,4196,1400,0.125172,0.6,3,1,172
172,4203,4206,1400,0.11741333333333334,0.6,3,1,173
173,4206,4203,1400,0.11741333333333334,0.6,3,1,174
174,396,2749,1400,0.11034266666666666,0.6,3,1,175
175,2749,396,1400,0.11034266666666666,0.6,3,1,176
176,4260,3220,4000,0.213684,0.6,3,1,177
177,3220,4260,4000,0.213684,0.6,3,1,178
178,4261,4282,6600,1.501252,0.6,3,1,179
179,4319,4320,4000,0.4430944615384615,0.6,3,1,180
180,4320,4319,4000,0.4430944615384615,0.6,3,1,181
181,1266,1263,1400,0.303604,0.6,3,1,182
182,1263,1266,1400,0.303604,0.6,3,1,183
183,414,4518,1400,0.5204466666666667,0.6,3,1,184
184,4518,414,1400,0.5204466666666667,0.6,3,1,185
185,4520,4522,1400,0.14078133333333334,0.6,3,1,186
186,4522,4520,1400,0.14078133333333334,0.6,3,1,187
187,4202,4645,1400,0.06116933333333334,0.6,3,1,188
188,4649,4650,1400,0.24510533333333331,0.6,3,1,189
189,4519,4859,1400,0.10396666666666667,0.6,3,1,190
190,4859,4519,1400,0.10396666666666667,0.6,3,1,191
191,1325,4905,1400,1.4722279999999999,0.6,3,1,192
192,4905,1325,1400,1.4722279999999999,0.6,3,1,193
193,3300,4509,1400,0.48277333333333333,0.6,3,1,194
194,5521,5520,1400,0.13949866666666666,0.6,3,1,195
195,5861,3126,1400,1.2086613333333334,0.6,3,1,196
196,3126,5861,1400,1.2086613333333334,0.6,3,1,197
197,5863,5862,1400,1.1238519999999999,0.6,3,1,198
198,5862,5863,1400,1.1238519999999999,0.6,3,1,199
199,5865,5867,6600,0.5717,0.6,3,1,200
200,4509,3300,1400,0.48277333333333333,0.6,3,1,201
201,5866,5867,6600,0.46753533333333336,0.6,3,1,202
202,5930,5926,1400,0.10581199999999999,0.6,3,1,203
203,1657,2367,1400,0.358496,0.6,3,1,204
204,2367,1657,1400,0.358496,0.6,3,1,205
205,6021,6022,1400,0.29423466666666664,0.6,3,1,206
206,4227,6033,4000,0.21300184615384615,0.6,3,1,207
207,6033,4227,4000,0.21300184615384615,0.6,3,1,208
208,3308,6113,6600,2.7350993333333338,0.6,3,1,209
209,6290,6291,4000,0.20229692307692307,0.6,3,1,210
210,6291,6290,4000,0.20229692307692307,0.6,3,1,211
211,6326,6328,1400,0.148588,0.6,3,1,212
212,6328,6330,1400,0.15026266666666668,0.6,3,1,213
213,4,6382,6600,1.8254086666666667,0.6,3,1,214
214,6421,6422,6600,1.0232613333333331,0.6,3,1,215
215,1066,4816,1400,0.10642133333333333,0.6,3,1,216
216,4816,1066,1400,0.10642133333333333,0.6,3,1,217
217,4645,4202,1400,0.06116933333333334,0.6,3,1,218
218,1645,1647,1400,0.41968133333333335,0.6,3,1,219
219,6436,5755,6600,1.2770746666666668,0.6,3,1,220
220,1091,6607,1400,0.5282519999999999,0.6,3,1,221
221,6607,1091,1400,0.5282519999999999,0.6,3,1,222
222,6702,6703,1400,0.13546266666666668,0.6,3,1,223
223,6703,6702,1400,0.13546266666666668,0.6,3,1,224
224,415,10000039,99999,5.323116000000001,0.6,3,1,225
225,10000039,415,99999,5.323116000000001,0.6,3,1,226
226,825,10000039,99999,7.634855999999999,0.6,3,1,227
227,10000039,825,99999,7.634855999999999,0.6,3,1,228
228,826,10000039,99999,8.626188,0.6,3,1,229
229,10000039,826,99999,8.626188,0.6,3,1,230
230,827,10000039,99999,5.374032,0.6,3,1,231
231,10000039,827,99999,5.374032,0.6,3,1,232
232,2773,10000039,99999,6.172979999999999,0.6,3,1,233
233,10000039,2773,99999,6.172979999999999,0.6,3,1,234
234,2776,10000039,99999,5.526864,0.6,3,1,235
235,10000039,2776,99999,5.526864,0.6,3,1,236
236,2783,10000039,99999,5.2716,0.6,3,1,237
237,10000039,2783,99999,5.2716,0.6,3,1,238
238,3944,10000039,99999,9.528288,0.6,3,1,239
239,10000039,3944,99999,9.528288,0.6,3,1,240
240,3945,10000039,99999,10.011228,0.6,3,1,241
241,10000039,3945,99999,10.011228,0.6,3,1,242
242,5343,10000039,99999,12.410484,0.6,3,1,243
243,10000039,5343,99999,12.410484,0.6,3,1,244
244,5603,10000039,99999,5.566668,0.6,3,1,245
245,10000039,5603,99999,5.566668,0.6,3,1,246
246,5604,10000039,99999,5.4789959999999995,0.6,3,1,247
247,10000039,5604,99999,5.4789959999999995,0.6,3,1,248
248,5605,10000039,99999,5.606904,0.6,3,1,249
249,10000039,5605,99999,5.606904,0.6,3,1,250
250,5791,10000039,99999,6.019968,0.6,3,1,251
251,10000039,5791,99999,6.019968,0.6,3,1,252
252,5792,10000039,99999,6.363288000000001,0.6,3,1,253
253,10000039,5792,99999,6.363288000000001,0.6,3,1,254
254,6005,10000039,99999,5.285916,0.6,3,1,255
255,10000039,6005,99999,5.285916,0.6,3,1,256
256,6006,10000039,99999,5.279232,0.6,3,1,257
257,10000039,6006,99999,5.279232,0.6,3,1,258
258,6056,10000039,99999,9.657972000000001,0.6,3,1,259
259,10000039,6056,99999,9.657972000000001,0.6,3,1,260
260,6137,10000039,99999,6.861228,0.6,3,1,261
261,10000039,6137,99999,6.861228,0.6,3,1,262
262,6138,10000039,99999,8.141628,0.6,3,1,263
263,10000039,6138,99999,8.141628,0.6,3,1,264
264,6139,10000039,99999,6.311459999999999,0.6,3,1,265
265,10000039,6139,99999,6.311459999999999,0.6,3,1,266
266,6140,10000039,99999,7.709568000000001,0.6,3,1,267
267,10000039,6140,99999,7.709568000000001,0.6,3,1,268
268,6143,10000039,99999,11.295612,0.6,3,1,269
269,10000039,6143,99999,11.295612,0.6,3,1,270
270,6145,10000039,99999,11.567028,0.6,3,1,271
271,10000039,6145,99999,11.567028,0.6,3,1,272
272,6146,10000039,99999,11.104835999999999,0.6,3,1,273
273,10000039,6146,99999,11.104835999999999,0.6,3,1,274
274,150,10000104,99999,6.027384,0.6,3,1,275
275,10000104,150,99999,6.027384,0.6,3,1,276
276,151,10000104,99999,7.796196000000001,0.6,3,1,277
277,10000104,151,99999,7.796196000000001,0.6,3,1,278
278,152,10000104,99999,4.900812,0.6,3,1,279
279,10000104,152,99999,4.900812,0.6,3,1,280
280,847,10000104,99999,11.485956,0.6,3,1,281
281,10000104,847,99999,11.485956,0.6,3,1,282
282,848,10000104,99999,10.613088000000001,0.6,3,1,283
283,10000104,848,99999,10.613088000000001,0.6,3,1,284
284,850,10000104,99999,10.219223999999999,0.6,3,1,285
285,10000104,850,99999,10.219223999999999,0.6,3,1,286
286,1053,10000104,99999,10.052256,0.6,3,1,287
287,10000104,1053,99999,10.052256,0.6,3,1,288
288,1056,10000104,99999,4.813956,0.6,3,1,289
289,10000104,1056,99999,4.813956,0.6,3,1,290
290,1057,10000104,99999,5.921328,0.6,3,1,291
291,10000104,1057,99999,5.921328,0.6,3,1,292
292,4993,10000104,99999,6.993204,0.6,3,1,293
293,10000104,4993,99999,6.993204,0.6,3,1,294
294,408,10000033,99999,6.672912,0.6,3,1,295
295,10000033,408,99999,6.672912,0.6,3,1,296
296,409,10000033,99999,6.7234799999999995,0.6,3,1,297
297,10000033,409,99999,6.7234799999999995,0.6,3,1,298
298,410,10000033,99999,6.758592000000001,0.6,3,1,299
299,10000033,410,99999,6.758592000000001,0.6,3,1,300
300,411,10000033,99999,9.106428000000001,0.6,3,1,301
301,10000033,411,99999,9.106428000000001,0.6,3,1,302
302,412,10000033,99999,8.579916,0.6,3,1,303
303,10000033,412,99999,8.579916,0.6,3,1,304
304,788,10000033,99999,10.861068,0.6,3,1,305
305,10000033,788,99999,10.861068,0.6,3,1,306
306,789,10000033,99999,11.145204000000001,0.6,3,1,307
307,10000033,789,99999,11.145204000000001,0.6,3,1,308
308,790,10000033,99999,10.272864,0.6,3,1,309
309,10000033,790,99999,10.272864,0.6,3,1,310
310,841,10000033,99999,9.642072,0.6,3,1,311
311,10000033,841,99999,9.642072,0.6,3,1,312
312,842,10000033,99999,9.202896,0.6,3,1,313
313,10000033,842,99999,9.202896,0.6,3,1,314
314,843,10000033,99999,8.51214,0.6,3,1,315
315,10000033,843,99999,8.51214,0.6,3,1,316
316,844,10000033,99999,7.2337679999999995,0.6,3,1,317
317,10000033,844,99999,7.2337679999999995,0.6,3,1,318
318,845,10000033,99999,7.38264,0.6,3,1,319
319,10000033,845,99999,7.38264,0.6,3,1,320
320,846,10000033,99999,6.908627999999999,0.6,3,1,321
321,10000033,846,99999,6.908627999999999,0.6,3,1,322
322,1323,10000033,99999,3.9690719999999997,0.6,3,1,323
323,10000033,1323,99999,3.9690719999999997,0.6,3,1,324
324,1324,10000033,99999,7.030164,0.6,3,1,325
325,10000033,1324,99999,7.030164,0.6,3,1,326
326,1325,10000033,99999,3.786312,0.6,3,1,327
327,10000033,1325,99999,3.786312,0.6,3,1,328
328,1621,10000033,99999,7.761816,0.6,3,1,329
329,10000033,1621,99999,7.761816,0.6,3,1,330
330,1623,10000033,99999,7.3323599999999995,0.6,3,1,331
331,10000033,1623,99999,7.3323599999999995,0.6,3,1,332
332,1624,10000033,99999,8.775468,0.6,3,1,333
333,10000033,1624,99999,8.775468,0.6,3,1,334
334,1625,10000033,99999,10.618692,0.6,3,1,335
335,10000033,1625,99999,10.618692,0.6,3,1,336
336,1626,10000033,99999,9.299712,0.6,3,1,337
337,10000033,1626,99999,9.299712,0.6,3,1,338
338,2879,10000033,99999,11.680596,0.6,3,1,339
339,10000033,2879,99999,11.680596,0.6,3,1,340
340,3215,10000033,99999,11.421804000000002,0.6,3,1,341
341,10000033,3215,99999,11.421804000000002,0.6,3,1,342
342,3222,10000033,99999,10.73622,0.6,3,1,343
343,10000033,3222,99999,10.73622,0.6,3,1,344
344,4195,10000033,99999,7.0009559999999995,0.6,3,1,345
345,10000033,4195,99999,7.0009559999999995,0.6,3,1,346
346,4603,10000033,99999,9.978840000000002,0.6,3,1,347
347,10000033,4603,99999,9.978840000000002,0.6,3,1,348
348,4604,10000033,99999,10.263528,0.6,3,1,349
349,10000033,4604,99999,10.263528,0.6,3,1,350
350,4605,10000033,99999,7.761456000000001,0.6,3,1,351
351,10000033,4605,99999,7.761456000000001,0.6,3,1,352
352,4606,10000033,99999,10.80558,0.6,3,1,353
353,10000033,4606,99999,10.80558,0.6,3,1,354
354,4607,10000033,99999,11.11854,0.6,3,1,355
355,10000033,4607,99999,11.11854,0.6,3,1,356
356,4608,10000033,99999,12.38172,0.6,3,1,357
357,10000033,4608,99999,12.38172,0.6,3,1,358
358,4906,10000033,99999,4.879836,0.6,3,1,359
359,10000033,4906,99999,4.879836,0.6,3,1,360
360,5089,10000033,99999,7.615451999999999,0.6,3,1,361
361,10000033,5089,99999,7.615451999999999,0.6,3,1,362
362,5518,10000033,99999,8.919407999999999,0.6,3,1,363
363,10000033,5518,99999,8.919407999999999,0.6,3,1,364
364,5519,10000033,99999,8.524512000000001,0.6,3,1,365
365,10000033,5519,99999,8.524512000000001,0.6,3,1,366
366,5520,10000033,99999,8.921196,0.6,3,1,367
367,10000033,5520,99999,8.921196,0.6,3,1,368
368,5521,10000033,99999,9.601008,0.6,3,1,369
369,10000033,5521,99999,9.601008,0.6,3,1,370
370,5522,10000033,99999,9.443976,0.6,3,1,371
371,10000033,5522,99999,9.443976,0.6,3,1,372
372,5523,10000033,99999,8.963976,0.6,3,1,373
373,10000033,5523,99999,8.963976,0.6,3,1,374
374,5867,10000033,99999,10.3524,0.6,3,1,375
375,10000033,5867,99999,10.3524,0.6,3,1,376
376,5917,10000033,99999,10.200852000000001,0.6,3,1,377
377,10000033,5917,99999,10.200852000000001,0.6,3,1,378
378,6054,10000033,99999,9.938208,0.6,3,1,379
379,10000033,6054,99999,9.938208,0.6,3,1,380
380,6055,10000033,99999,7.288176,0.6,3,1,381
381,10000033,6055,99999,7.288176,0.6,3,1,382
382,6057,10000033,99999,8.925264,0.6,3,1,383
383,10000033,6057,99999,8.925264,0.6,3,1,384
384,6207,10000033,99999,10.029276,0.6,3,1,385
385,10000033,6207,99999,10.029276,0.6,3,1,386
386,6576,10000033,99999,6.199956,0.6,3,1,387
387,10000033,6576,99999,6.199956,0.6,3,1,388
388,6577,10000033,99999,6.26232,0.6,3,1,389
389,10000033,6577,99999,6.26232,0.6,3,1,390
390,6578,10000033,99999,7.611852000000001,0.6,3,1,391
391,10000033,6578,99999,7.611852000000001,0.6,3,1,392
392,280,10000047,99999,9.494004,0.6,3,1,393
393,10000047,280,99999,9.494004,0.6,3,1,394
394,3068,10000047,99999,10.5804,0.6,3,1,395
395,10000047,3068,99999,10.5804,0.6,3,1,396
396,3069,10000047,99999,10.763364000000001,0.6,3,1,397
397,10000047,3069,99999,10.763364000000001,0.6,3,1,398
398,3663,10000047,99999,11.968872,0.6,3,1,399
399,10000047,3663,99999,11.968872,0.6,3,1,400
400,4522,10000047,99999,6.60636,0.6,3,1,401
401,10000047,4522,99999,6.60636,0.6,3,1,402
402,4876,10000047,99999,11.161992000000001,0.6,3,1,403
403,10000047,4876,99999,11.161992000000001,0.6,3,1,404
404,5344,10000047,99999,11.963880000000001,0.6,3,1,405
405,10000047,5344,99999,11.963880000000001,0.6,3,1,406
406,5345,10000047,99999,11.906232000000001,0.6,3,1,407
407,10000047,5345,99999,11.906232000000001,0.6,3,1,408
408,6255,10000047,99999,11.379768,0.6,3,1,409
409,10000047,6255,99999,11.379768,0.6,3,1,410
410,1639,10000029,99999,11.927256,0.6,3,1,411
411,10000029,1639,99999,11.927256,0.6,3,1,412
412,3029,10000029,99999,11.404583999999998,0.6,3,1,413
413,10000029,3029,99999,11.404583999999998,0.6,3,1,414
414,3031,10000029,99999,9.408840000000001,0.6,3,1,415
415,10000029,3031,99999,9.408840000000001,0.6,3,1,416
416,4227,10000029,99999,9.006588,0.6,3,1,417
417,10000029,4227,99999,9.006588,0.6,3,1,418
418,6050,10000029,99999,11.931588,0.6,3,1,419
419,10000029,6050,99999,11.931588,0.6,3,1,420
420,306,10000000,99999,11.422764,0.6,3,1,421
421,10000000,306,99999,11.422764,0.6,3,1,422
422,1261,10000000,99999,4.205424,0.6,3,1,423
423,10000000,1261,99999,4.205424,0.6,3,1,424
424,1262,10000000,99999,5.528568,0.6,3,1,425
425,10000000,1262,99999,5.528568,0.6,3,1,426
426,1263,10000000,99999,3.555804,0.6,3,1,427
427,10000000,1263,99999,3.555804,0.6,3,1,428
428,1361,10000000,99999,9.939228000000002,0.6,3,1,429
429,10000000,1361,99999,9.939228000000002,0.6,3,1,430
430,1362,10000000,99999,7.089804,0.6,3,1,431
431,10000000,1362,99999,7.089804,0.6,3,1,432
432,1363,10000000,99999,10.092624,0.6,3,1,433
433,10000000,1363,99999,10.092624,0.6,3,1,434
434,1364,10000000,99999,12.711168,0.6,3,1,435
435,10000000,1364,99999,12.711168,0.6,3,1,436
436,1365,10000000,99999,9.935808000000002,0.6,3,1,437
437,10000000,1365,99999,9.935808000000002,0.6,3,1,438
438,1366,10000000,99999,4.270344,0.6,3,1,439
439,10000000,1366,99999,4.270344,0.6,3,1,440
440,1367,10000000,99999,1.534176,0.6,3,1,441
441,10000000,1367,99999,1.534176,0.6,3,1,442
442,1369,10000000,99999,1.5207960000000003,0.6,3,1,443
443,10000000,1369,99999,1.5207960000000003,0.6,3,1,444
444,1370,10000000,99999,2.332524,0.6,3,1,445
445,10000000,1370,99999,2.332524,0.6,3,1,446
446,1424,10000000,99999,13.340160000000001,0.6,3,1,447
447,10000000,1424,99999,13.340160000000001,0.6,3,1,448
448,1550,10000000,99999,10.724544,0.6,3,1,449
449,10000000,1550,99999,10.724544,0.6,3,1,450
450,1551,10000000,99999,10.16406,0.6,3,1,451
451,10000000,1551,99999,10.16406,0.6,3,1,452
452,1553,10000000,99999,9.968796000000001,0.6,3,1,453
453,10000000,1553,99999,9.968796000000001,0.6,3,1,454
454,1554,10000000,99999,9.367151999999999,0.6,3,1,455
455,10000000,1554,99999,9.367151999999999,0.6,3,1,456
456,1555,10000000,99999,8.522208000000001,0.6,3,1,457
457,10000000,1555,99999,8.522208000000001,0.6,3,1,458
458,1556,10000000,99999,8.0346,0.6,3,1,459
459,10000000,1556,99999,8.0346,0.6,3,1,460
460,1557,10000000,99999,7.525992,0.6,3,1,461
461,10000000,1557,99999,7.525992,0.6,3,1,462
462,1558,10000000,99999,7.465284,0.6,3,1,463
463,10000000,1558,99999,7.465284,0.6,3,1,464
464,1559,10000000,99999,6.170100000000001,0.6,3,1,465
465,10000000,1559,99999,6.170100000000001,0.6,3,1,466
466,1832,10000000,99999,10.435896000000001,0.6,3,1,467
467,10000000,1832,99999,10.435896000000001,0.6,3,1,468
468,1833,10000000,99999,10.719444000000001,0.6,3,1,469
469,10000000,1833,99999,10.719444000000001,0.6,3,1,470
470,1834,10000000,99999,10.438032000000002,0.6,3,1,471
471,10000000,1834,99999,10.438032000000002,0.6,3,1,472
472,1835,10000000,99999,13.116732,0.6,3,1,473
473,10000000,1835,99999,13.116732,0.6,3,1,474
474,1836,10000000,99999,11.239524,0.6,3,1,475
475,10000000,1836,99999,11.239524,0.6,3,1,476
476,1837,10000000,99999,7.709004,0.6,3,1,477
477,10000000,1837,99999,7.709004,0.6,3,1,478
478,2572,10000000,99999,8.155812000000001,0.6,3,1,479
479,10000000,2572,99999,8.155812000000001,0.6,3,1,480
480,2573,10000000,99999,5.968428,0.6,3,1,481
481,10000000,2573,99999,5.968428,0.6,3,1,482
482,2574,10000000,99999,5.32818,0.6,3,1,483
483,10000000,2574,99999,5.32818,0.6,3,1,484
484,3096,10000000,99999,9.43884,0.6,3,1,485
485,10000000,3096,99999,9.43884,0.6,3,1,486
486,4260,10000000,99999,4.428924,0.6,3,1,487
487,10000000,4260,99999,4.428924,0.6,3,1,488
488,4555,10000000,99999,5.690784,0.6,3,1,489
489,10000000,4555,99999,5.690784,0.6,3,1,490
490,4846,10000000,99999,4.609355999999999,0.6,3,1,491
491,10000000,4846,99999,4.609355999999999,0.6,3,1,492
492,5095,10000000,99999,2.9415839999999998,0.6,3,1,493
493,10000000,5095,99999,2.9415839999999998,0.6,3,1,494
494,5341,10000000,99999,13.256508,0.6,3,1,495
