"ID1","AB_Flow","BA_Flow","Tot_Flow","AB_Time","BA_Time","Max_Time","AB_VOC","BA_VOC","Max_VOC","AB_VKmT","BA_VKmT","Tot_VKmT","AB_VHT","BA_VHT","Tot_VHT","AB_Speed","BA_Speed","AB_VDF","BA_VDF","Max_VDF"
57,31.4216,577.5389,608.9605,0.107731,0.112269,0.112269,0.022444,0.412528,0.412528,2.5388,46.6640,49.2028,0.0564182,1.08066,1.13708,44.9997,43.1811,0.107731,0.112269,0.112269
59,31.4216,577.5389,608.9605,0.053967,0.0562399,0.0562399,0.022444,0.412528,0.412528,1.27179,23.3759,24.6477,0.0282621,0.541345,0.569607,44.9997,43.1811,0.053967,0.0562399,0.0562399
61,31.4216,577.5389,608.9605,0.0559697,0.0583269,0.0583269,0.022444,0.412528,0.412528,1.31898,24.2433,25.5623,0.0293109,0.561434,0.590745,44.9997,43.1811,0.0559697,0.0583269,0.0583269
63,31.4216,577.5389,608.9605,0.157996,0.16465,0.16465,0.022444,0.412528,0.412528,3.72333,68.4360,72.1594,0.0827412,1.58486,1.6676,44.9997,43.1811,0.157996,0.16465,0.16465
65,638.4741,2588.3653,3226.8394,0.0540476,0.0626813,0.0626813,0.159619,0.647091,0.647091,37.2926,151.1838,188.4765,0.575133,2.70403,3.27917,64.8418,55.9105,0.0540476,0.0626813,0.0626813
67,38.4000,175.8000,214.2000,0.0371458,0.0371895,0.0371895,0.0274286,0.125571,0.125571,1.06979,4.89761,5.9674,0.0237733,0.108965,0.132738,44.9994,44.9466,0.0371458,0.0371895,0.0371895
69,77.7089,18.0000,95.7089,0.039152,0.039148,0.039152,0.0555064,0.0128571,0.0555064,2.28161,0.528498,2.81011,0.0507077,0.0117444,0.0624521,44.9954,44.9999,0.039152,0.039148,0.039152
71,3562.0480,398.4741,3960.5221,0.0967721,0.068012,0.0967721,0.890512,0.0996185,0.890512,262.2950,29.3420,291.6370,5.74511,0.451684,6.1968,45.6553,64.9615,0.0967721,0.068012,0.0967721
73,199.5778,175.8000,375.3778,0.0934782,0.0934269,0.0934782,0.142556,0.125571,0.142556,13.9679,12.3037,26.2716,0.310936,0.273741,0.584677,44.9219,44.9466,0.0934782,0.0934269,0.0934782
75,199.5778,175.8000,375.3778,0.107718,0.107658,0.107718,0.142556,0.125571,0.142556,16.0956,14.1779,30.2735,0.358301,0.315439,0.67374,44.9219,44.9466,0.107718,0.107658,0.107718
77,199.5778,175.8000,375.3778,0.107523,0.107464,0.107523,0.142556,0.125571,0.142556,16.0664,14.1523,30.2187,0.357652,0.314868,0.67252,44.9219,44.9466,0.107523,0.107464,0.107523
79,199.5778,175.8000,375.3778,0.105012,0.104954,0.105012,0.142556,0.125571,0.142556,15.6912,13.8217,29.5130,0.3493,0.307515,0.656814,44.9219,44.9466,0.105012,0.104954,0.105012
81,199.5778,175.8000,375.3778,0.112132,0.11207,0.112132,0.142556,0.125571,0.142556,16.7552,14.7589,31.5141,0.372984,0.328366,0.70135,44.9219,44.9466,0.112132,0.11207,0.112132
83,0.0000,0.0000,0.0000,0.105996,0.105996,0.105996,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,45.0000,45.0000,0.105996,0.105996,0.105996
85,199.5778,175.8000,375.3778,0.109123,0.109063,0.109123,0.142556,0.125571,0.142556,16.3055,14.3629,30.6684,0.362974,0.319554,0.682528,44.9219,44.9466,0.109123,0.109063,0.109123
87,199.5778,175.8000,375.3778,0.106926,0.106867,0.106926,0.142556,0.125571,0.142556,15.9772,14.0737,30.0509,0.355666,0.31312,0.668786,44.9219,44.9466,0.106926,0.106867,0.106926
89,425.9617,,425.9617,0.0266491,,0.0266491,0.10649,,0.10649,12.2886,,12.2886,0.189192,,0.189192,64.9529,,0.0266491,,0.0266491
90,199.5778,175.8000,375.3778,0.105917,0.105859,0.105917,0.142556,0.125571,0.142556,15.8265,13.9409,29.7675,0.352312,0.310167,0.662479,44.9219,44.9466,0.105917,0.105859,0.105917
92,175.8000,199.5778,375.3778,0.0629574,0.062992,0.062992,0.125571,0.142556,0.142556,8.29108,9.41249,17.7036,0.184465,0.20953,0.393995,44.9466,44.9219,0.0629574,0.062992,0.062992
94,199.5778,175.8000,375.3778,0.114045,0.113982,0.114045,0.142556,0.125571,0.142556,17.0410,15.0107,32.0516,0.379346,0.333967,0.713313,44.9219,44.9466,0.114045,0.113982,0.114045
96,6.6,565.4870,572.0870,0.257072,0.267237,0.267237,0.00471429,0.403919,0.403919,1.27251,109.0281,110.3007,0.0282779,2.51865,2.54692,45.0000,43.2884,0.257072,0.267237,0.267237
98,609.5901,2.4,611.9901,0.103702,0.098808,0.103702,0.435421,0.00171429,0.435421,45.1743,0.177854,45.3521,1.0536,0.00395232,1.05755,42.8763,45.0000,0.103702,0.098808,0.103702
100,213.3778,237.9031,451.2810,0.108062,0.108151,0.108151,0.152413,0.169931,0.169931,17.2569,19.2404,36.4973,0.384302,0.428824,0.813126,44.9046,44.8679,0.108062,0.108151,0.108151
102,213.3778,237.9031,451.2810,0.0419396,0.0419739,0.0419739,0.152413,0.169931,0.169931,6.6975,7.4673,14.1648,0.14915,0.166429,0.315578,44.9046,44.8679,0.0419396,0.0419739,0.0419739
104,237.9031,213.3778,451.2810,0.106142,0.106055,0.106142,0.169931,0.152413,0.169931,18.8831,16.9364,35.8195,0.42086,0.377165,0.798024,44.8679,44.9046,0.106142,0.106055,0.106142
106,213.3778,237.9031,451.2810,0.0654294,0.0654829,0.0654829,0.152413,0.169931,0.169931,10.4487,11.6496,22.0983,0.232686,0.259643,0.492329,44.9046,44.8679,0.0654294,0.0654829,0.0654829
108,213.3778,237.9031,451.2810,0.107672,0.10776,0.10776,0.152413,0.169931,0.169931,17.1946,19.1709,36.3656,0.382915,0.427275,0.81019,44.9046,44.8679,0.107672,0.10776,0.10776
110,213.3778,237.9031,451.2810,0.115312,0.115407,0.115407,0.152413,0.169931,0.169931,18.4147,20.5313,38.9460,0.410085,0.457594,0.867679,44.9046,44.8679,0.115312,0.115407,0.115407
112,213.3778,237.9031,451.2810,0.271427,0.271649,0.271649,0.152413,0.169931,0.169931,43.3454,48.3274,91.6728,0.965276,1.0771,2.04238,44.9046,44.8679,0.271427,0.271649,0.271649
114,213.3778,237.9031,451.2810,0.271103,0.271324,0.271324,0.152413,0.169931,0.169931,43.2935,48.2696,91.5631,0.964122,1.07582,2.03994,44.9046,44.8679,0.271103,0.271324,0.271324
116,0.0000,0.0000,0.0000,0.265964,0.265964,0.265964,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,45.0000,45.0000,0.265964,0.265964,0.265964
118,12.0000,22.8000,34.8000,0.110299,0.110299,0.110299,0.00857143,0.0162857,0.0162857,0.992688,1.88611,2.8788,0.0220597,0.0419136,0.0639733,45.0000,44.9999,0.110299,0.110299,0.110299
120,236.1778,249.9031,486.0810,0.099911,0.099964,0.099964,0.168698,0.178502,0.178502,17.6467,18.6723,36.3190,0.393279,0.416355,0.809634,44.8707,44.8470,0.099911,0.099964,0.099964
122,0.0000,0.0000,0.0000,0.245021,0.245021,0.245021,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,45.0000,45.0000,0.245021,0.245021,0.245021
124,0.0000,0.0000,0.0000,0.143065,0.143065,0.143065,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,45.0000,45.0000,0.143065,0.143065,0.143065
126,0.0000,0.0000,0.0000,0.115489,0.115489,0.115489,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,45.0000,45.0000,0.115489,0.115489,0.115489
128,0.0000,0.0000,0.0000,0.152149,0.152149,0.152149,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,45.0000,45.0000,0.152149,0.152149,0.152149
130,77.1778,248.2860,325.4638,0.111609,0.111971,0.111971,0.055127,0.177347,0.177347,6.45963,20.7810,27.2407,0.143562,0.463346,0.606908,44.9955,44.8499,0.111609,0.111971,0.111971
132,248.2860,77.1778,325.4638,0.0835734,0.083303,0.0835734,0.177347,0.055127,0.177347,15.5107,4.82138,20.3320,0.345835,0.107152,0.452988,44.8499,44.9955,0.0835734,0.083303,0.0835734
134,349.2000,1500.6884,1849.8884,0.178352,0.307291,0.307291,0.249429,1.07192,1.07192,46.2795,198.8862,245.1657,1.03801,7.68581,8.72381,44.5849,25.8771,0.178352,0.307291,0.307291
136,106.2000,682.1871,788.3871,0.112328,0.120094,0.120094,0.0758571,0.487276,0.487276,8.94459,57.4565,66.4011,0.198821,1.36545,1.56427,44.9882,42.0789,0.112328,0.120094,0.120094
138,682.1871,106.2000,788.3871,0.116153,0.108642,0.116153,0.487276,0.0758571,0.487276,55.5710,8.65105,64.2220,1.32064,0.192296,1.51293,42.0789,44.9882,0.116153,0.108642,0.116153
140,846.2355,145.2156,991.4510,0.120022,0.10605,0.120022,0.604454,0.103725,0.604454,67.2622,11.5423,78.8045,1.69278,0.256668,1.94944,39.7348,44.9699,0.120022,0.10605,0.120022
142,840.5767,336.6000,1177.1767,0.134264,0.119823,0.134264,0.600412,0.240429,0.600412,74.9156,29.9991,104.9147,1.88099,0.672207,2.5532,39.8277,44.6279,0.134264,0.119823,0.134264
144,145.2156,846.2355,991.4510,0.114122,0.129157,0.129157,0.103725,0.604454,0.604454,12.4209,72.3819,84.8028,0.276204,1.82162,2.09783,44.9699,39.7348,0.114122,0.129157,0.129157
146,134.1467,104.6051,238.7518,0.150011,0.14997,0.150011,0.0958191,0.0747179,0.0958191,15.0847,11.7627,26.8474,0.335392,0.26146,0.596851,44.9763,44.9887,0.150011,0.14997,0.150011
148,104.6051,134.1467,238.7518,0.118291,0.118324,0.118324,0.0747179,0.0958191,0.0958191,9.27805,11.8983,21.1763,0.206231,0.264546,0.470776,44.9887,44.9763,0.118291,0.118324,0.118324
150,103.8000,50.4000,154.2000,0.101087,0.101066,0.101087,0.0741429,0.036,0.0741429,7.86773,3.82017,11.6879,0.174881,0.084895,0.259776,44.9890,44.9987,0.101087,0.101066,0.101087
152,660.1117,12.6000,672.7117,0.266353,0.250592,0.266353,0.471508,0.009,0.471508,124.0640,2.36809,126.4321,2.93038,0.0526243,2.983,42.3372,45.0000,0.266353,0.250592,0.266353
154,50.4000,103.8000,154.2000,0.13671,0.13674,0.13674,0.036,0.0741429,0.0741429,5.16751,10.6426,15.8101,0.114837,0.23656,0.351397,44.9987,44.9890,0.13671,0.13674,0.13674
156,1007.9970,636.8659,1644.8628,0.138262,0.119344,0.138262,0.719998,0.454904,0.719998,85.4005,53.9572,139.3577,2.32279,1.26677,3.58957,36.7663,42.5942,0.138262,0.119344,0.138262
158,156.0722,,156.0722,0.0140581,,0.0140581,0.0236473,,0.0236473,3.29109,,3.29109,0.036568,,0.036568,89.9993,,0.0140581,,0.0140581
159,636.8659,1007.9970,1644.8628,0.112997,0.130908,0.130908,0.454904,0.719998,0.719998,51.0875,80.8585,131.9460,1.1994,2.19926,3.39866,42.5942,36.7663,0.112997,0.130908,0.130908
161,77.4000,29.1280,106.5280,0.101948,0.101938,0.101948,0.0552857,0.0208057,0.0552857,5.91746,2.22692,8.14439,0.131512,0.0494875,0.181,44.9954,44.9998,0.101948,0.101938,0.101948
163,358.8000,,358.8000,0.0439372,,0.0439372,0.0897,,0.0897,17.0710,,17.0710,0.262744,,0.262744,64.9719,,0.0439372,,0.0439372
164,542.6872,,542.6872,0.133885,,0.133885,0.387634,,0.387634,52.6531,,52.6531,1.21096,,1.21096,43.4805,,0.133885,,0.133885
165,29.1280,77.4000,106.5280,0.103739,0.103749,0.103749,0.0208057,0.0552857,0.0552857,2.26628,6.02203,8.28831,0.050362,0.133836,0.184198,44.9998,44.9954,0.103739,0.103749,0.103749
167,15.6000,5.4,21.0000,0.104713,0.104713,0.104713,0.0111429,0.00385714,0.0111429,1.22515,0.424089,1.64923,0.0272255,0.0094242,0.0366497,45.0000,45.0000,0.104713,0.104713,0.104713
169,5.4,15.6000,21.0000,0.113205,0.113205,0.113205,0.00385714,0.0111429,0.0111429,0.458482,1.3245,1.78298,0.0101885,0.0294334,0.0396219,45.0000,45.0000,0.113205,0.113205,0.113205
171,98.4000,78.0000,176.4000,0.0929954,0.0929856,0.0929954,0.0702857,0.0557143,0.0702857,6.86163,5.4391,12.3007,0.152512,0.120881,0.273394,44.9906,44.9953,0.0929954,0.0929856,0.0929954
173,78.0000,98.4000,176.4000,0.0733863,0.073394,0.073394,0.0557143,0.0702857,0.0702857,4.29265,5.41535,9.708,0.0954022,0.120366,0.215768,44.9953,44.9906,0.0733863,0.073394,0.073394
175,12.2417,,12.2417,0.122372,,0.122372,0.00874411,,0.00874411,1.12354,,1.12354,0.0249675,,0.0249675,45.0000,,0.122372,,0.122372
176,0.0000,0.0000,0.0000,0.086888,0.086888,0.086888,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,45.0000,45.0000,0.086888,0.086888,0.086888
178,0.0000,0.0000,0.0000,0.159427,0.159427,0.159427,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,45.0000,45.0000,0.159427,0.159427,0.159427
180,1968.0754,261.0000,2229.0754,0.193743,0.180851,0.193743,0.492019,0.06525,0.492019,385.5243,51.1270,436.6513,6.35502,0.786701,7.14172,60.6646,64.9892,0.193743,0.180851,0.193743
182,259.2000,1438.8439,1698.0439,0.17517,0.180033,0.180033,0.0648,0.359711,0.359711,49.1798,273.0019,322.1818,0.756736,4.31732,5.07406,64.9894,63.2341,0.17517,0.180033,0.180033
184,94.2000,621.6315,715.8315,0.181808,0.191322,0.191322,0.0672857,0.444022,0.444022,12.8424,84.7476,97.5900,0.285438,1.9822,2.26764,44.9918,42.7543,0.181808,0.191322,0.191322
186,94.2000,621.6315,715.8315,0.0185234,0.0194928,0.0194928,0.0672857,0.444022,0.444022,1.30844,8.63446,9.9429,0.0290817,0.201955,0.231037,44.9918,42.7543,0.0185234,0.0194928,0.0194928
188,94.2000,621.6315,715.8315,0.143115,0.150605,0.150605,0.0672857,0.444022,0.444022,10.1093,66.7116,76.8209,0.224691,1.56035,1.78504,44.9918,42.7543,0.143115,0.150605,0.150605
190,94.2000,621.6315,715.8315,0.174641,0.183781,0.183781,0.0672857,0.444022,0.444022,12.3362,81.4070,93.7432,0.274187,1.90406,2.17825,44.9918,42.7543,0.174641,0.183781,0.183781
192,72.6000,652.2000,724.8000,0.2728,0.289324,0.289324,0.0518571,0.465857,0.465857,14.8527,133.4290,148.2818,0.330088,3.14495,3.47504,44.9962,42.4264,0.2728,0.289324,0.289324
194,652.2000,72.6000,724.8000,0.143383,0.135194,0.143383,0.465857,0.0518571,0.465857,66.1246,7.3607,73.4853,1.55857,0.163585,1.72216,42.4264,44.9962,0.143383,0.135194,0.143383
196,72.6000,652.2000,724.8000,0.135002,0.143179,0.143179,0.0518571,0.465857,0.465857,7.35024,66.0307,73.3809,0.163352,1.55636,1.71971,44.9962,42.4264,0.135002,0.143179,0.143179
198,52.2000,233.4000,285.6000,0.138299,0.138679,0.138679,0.0372857,0.166714,0.166714,5.41424,24.2085,29.6227,0.12032,0.539462,0.659782,44.9986,44.8752,0.138299,0.138679,0.138679
200,24.6000,440.4000,465.0000,0.269149,0.274175,0.274175,0.0175714,0.314571,0.314571,4.96578,88.8996,93.8654,0.110351,2.01244,2.12279,44.9999,44.1749,0.269149,0.274175,0.274175
202,40.8000,23.4000,64.2000,0.532,0.531994,0.532,0.0291429,0.0167143,0.0291429,16.2790,9.33646,25.6154,0.36176,0.207477,0.569237,44.9993,44.9999,0.532,0.531994,0.532
204,52.2000,233.4000,285.6000,0.135818,0.136191,0.136191,0.0372857,0.166714,0.166714,5.31709,23.7741,29.0912,0.118161,0.529783,0.647944,44.9986,44.8752,0.135818,0.136191,0.136191
206,233.4000,52.2000,285.6000,0.128142,0.127791,0.128142,0.166714,0.0372857,0.166714,22.3691,5.00285,27.3719,0.498472,0.111178,0.60965,44.8752,44.9986,0.128142,0.127791,0.128142
208,52.2000,233.4000,285.6000,0.134354,0.134723,0.134723,0.0372857,0.166714,0.166714,5.25978,23.5179,28.7776,0.116888,0.524072,0.640959,44.9986,44.8752,0.134354,0.134723,0.134723
210,52.2000,233.4000,285.6000,0.274962,0.275718,0.275718,0.0372857,0.166714,0.166714,10.7644,48.1306,58.8950,0.239217,1.07254,1.31176,44.9986,44.8752,0.274962,0.275718,0.275718
212,52.2000,233.4000,285.6000,0.125101,0.125445,0.125445,0.0372857,0.166714,0.166714,4.89756,21.8983,26.7958,0.108838,0.487982,0.59682,44.9986,44.8752,0.125101,0.125445,0.125445
214,52.2000,233.4000,285.6000,0.137051,0.137428,0.137428,0.0372857,0.166714,0.166714,5.36538,23.9900,29.3554,0.119234,0.534594,0.653828,44.9986,44.8752,0.137051,0.137428,0.137428
216,199.7920,252.6000,452.3920,0.293116,0.293637,0.293637,0.142709,0.180429,0.180429,43.8451,55.4341,99.2792,0.976036,1.23621,2.21225,44.9217,44.8420,0.293116,0.293637,0.293637
218,19.2000,147.5920,166.7920,0.279486,0.279682,0.279682,0.0137143,0.105423,0.105423,4.02459,30.9373,34.9619,0.0894355,0.68798,0.777415,44.9999,44.9684,0.279486,0.279682,0.279682
220,949.0607,1736.5271,2685.5878,0.0352027,0.0528807,0.0528807,0.143797,0.175407,0.175407,50.0250,91.5323,141.5573,0.556825,1.53048,2.0873,89.8397,59.8063,0.0352027,0.0528807,0.0528807
222,1736.5271,941.7882,2678.3153,0.107096,0.15899,0.15899,0.26311,0.0951301,0.26311,275.9480,149.6577,425.6057,3.0996,2.49558,5.59518,89.0271,59.9690,0.107096,0.15899,0.15899
224,2265.2500,949.0607,3214.3107,0.0124215,0.0182006,0.0182006,0.34322,0.0958647,0.34322,41.2072,17.2644,58.4715,0.468964,0.287891,0.756856,87.8684,59.9683,0.0124215,0.0182006,0.0182006
226,467.4000,2265.2500,2732.6500,0.063991,0.0966558,0.0966558,0.0708182,0.228813,0.228813,44.8545,217.3870,262.2415,0.49849,3.64916,4.14765,89.9808,59.5718,0.063991,0.0966558,0.0966558
228,481.6607,,481.6607,0.39436,,0.39436,0.0729789,,0.0729789,284.8551,,284.8551,3.16579,,3.16579,89.9790,,0.39436,,0.39436
229,2822.3115,,2822.3115,0.13086,,0.13086,0.427623,,0.427623,529.1665,,529.1665,6.15548,,6.15548,85.9667,,0.13086,,0.13086
230,773.0977,,773.0977,0.127572,,0.127572,0.193274,,0.193274,106.3837,,106.3837,1.64376,,1.64376,64.7196,,0.127572,,0.127572
231,11.8408,555.7201,567.5609,0.271301,0.281482,0.281482,0.00845772,0.396943,0.396943,2.40932,113.0757,115.4850,0.0535405,2.60709,2.66063,45.0000,43.3724,0.271301,0.281482,0.281482
233,555.7201,11.8408,567.5609,0.281315,0.27114,0.281315,0.396943,0.00845772,0.396943,113.0085,2.40789,115.4163,2.60554,0.0535087,2.65905,43.3724,45.0000,0.281315,0.27114,0.281315
235,58.8000,168.0000,226.8000,0.270276,0.270544,0.270544,0.042,0.12,0.12,11.9186,34.0533,45.9719,0.26487,0.757524,1.02239,44.9980,44.9534,0.270276,0.270544,0.270544
237,168.0000,58.8000,226.8000,0.139354,0.139216,0.139354,0.12,0.042,0.12,17.5404,6.13913,23.6795,0.39019,0.136431,0.526621,44.9534,44.9980,0.139354,0.139216,0.139354
239,597.7046,139.2000,736.9046,0.0127473,0.0127222,0.0127473,0.149426,0.0348,0.149426,8.23756,1.91845,10.1560,0.126985,0.0295154,0.156501,64.8701,64.9984,0.0127473,0.0127222,0.0127473
241,139.2000,597.7046,736.9046,0.0173109,0.0173451,0.0173451,0.0348,0.149426,0.149426,2.61042,11.2088,13.8192,0.0401613,0.172788,0.212949,64.9984,64.8701,0.0173109,0.0173451,0.0173451
243,5.4,19.2000,24.6000,0.065776,0.0657761,0.0657761,0.00385714,0.0137143,0.0137143,0.266393,0.947174,1.21357,0.00591984,0.0210484,0.0269682,45.0000,44.9999,0.065776,0.0657761,0.0657761
245,7522.9655,,7522.9655,0.619269,,0.619269,1.13984,,1.13984,3700.2308,,3700.2308,77.6456,,77.6456,47.6554,,0.619269,,0.619269
246,19.2000,0.0000,19.2000,0.869809,0.869808,0.869809,0.0137143,0.0000,0.0137143,12.5252,0.0000,12.5252,0.278339,0.0000,0.278339,44.9999,45.0000,0.869809,0.869808,0.869809
248,0.0000,5.4,5.4,0.137887,0.137887,0.137887,0.0000,0.00385714,0.00385714,0.0000,0.558441,0.558441,0.0000,0.0124098,0.0124098,45.0000,45.0000,0.137887,0.137887,0.137887
250,0.0000,0.0000,0.0000,0.0849507,0.0849507,0.0849507,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,45.0000,45.0000,0.0849507,0.0849507,0.0849507
252,0.0000,0.0000,0.0000,0.105564,0.105564,0.105564,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,45.0000,45.0000,0.105564,0.105564,0.105564
254,0.0000,,0.0000,0.0307487,,0.0307487,0.0000,,0.0000,0.0000,,0.0000,0.0000,,0.0000,90.0000,,0.0307487,,0.0307487
