O_ID,D_ID,OD_Number
10000001,10000110,1
10000001,10000114,1
10000001,10000117,1
10000001,10000121,1
10000001,10000124,2
10000001,10000127,1
10000001,10000130,1
10000001,10000133,3
10000001,10000136,1
10000001,10000143,5
10000001,10000145,1
10000001,10000147,5
10000001,10000148,1
10000001,10000149,6
10000001,10000153,2
10000001,10000156,3
10000002,10000000,32
10000002,10000001,73
10000002,10000002,61
10000002,10000003,18
10000002,10000004,9
10000002,10000005,4
10000002,10000006,21
10000002,10000007,2
10000002,10000008,1
10000002,10000009,1
10000002,10000010,5
10000002,10000011,1
10000002,10000013,5
10000002,10000014,4
10000002,10000015,6
10000002,10000016,33
10000002,10000018,31
10000002,10000019,32
10000002,10000020,3
10000002,10000021,3
10000002,10000024,5
10000002,10000025,6
10000002,10000026,1
10000002,10000028,3
10000002,10000029,6
10000002,10000031,1
10000002,10000032,1
10000002,10000033,19
10000002,10000034,2
10000002,10000035,100
10000002,10000037,1
10000002,10000038,4
10000002,10000041,1
10000002,10000043,3
10000002,10000044,4
10000002,10000045,8
10000002,10000046,1
10000002,10000047,1
10000002,10000048,3
10000002,10000049,1
10000002,10000050,29
10000002,10000051,3
10000002,10000053,1
10000002,10000054,1
10000002,10000055,6
10000002,10000056,6
10000002,10000057,3
10000002,10000058,6
10000002,10000059,27
10000002,10000060,39
10000002,10000061,16
10000002,10000062,2
10000002,10000063,4
10000002,10000064,21
10000002,10000065,52
10000002,10000067,20
10000002,10000068,5
10000002,10000069,5
10000002,10000070,4
10000002,10000072,14
10000002,10000073,1
10000002,10000074,4
10000002,10000075,1
10000002,10000076,5
10000002,10000077,33
10000002,10000078,5
10000002,10000079,13
10000002,10000080,5
10000002,10000082,1
10000002,10000083,2
10000002,10000084,20
10000002,10000085,17
10000002,10000086,1
10000002,10000087,7
10000002,10000088,6
10000002,10000090,2
10000002,10000091,4
10000002,10000092,2
10000002,10000093,3
10000002,10000094,9
10000002,10000095,3
10000002,10000096,1
10000002,10000097,5
10000002,10000099,18
10000002,10000100,5
10000002,10000101,5
10000002,10000103,3
10000002,10000104,49
10000002,10000105,2
10000002,10000107,7
10000002,10000108,5
10000002,10000109,1
10000002,10000110,2
10000002,10000113,1
10000002,10000114,1
10000002,10000115,4
10000002,10000117,2
10000002,10000118,5
10000002,10000119,5
10000002,10000121,8
10000002,10000122,3
10000002,10000123,12
10000002,10000124,27
10000002,10000125,18
10000002,10000126,2
10000002,10000127,4
10000002,10000128,1
10000002,10000131,1
10000002,10000132,1
10000002,10000133,10
10000002,10000134,5
10000002,10000135,2
10000002,10000137,15
10000002,10000138,6
10000002,10000139,4
10000002,10000140,3
10000002,10000141,3
10000002,10000143,40
10000002,10000144,1
10000002,10000145,10
10000002,10000146,2
10000002,10000147,41
10000002,10000148,2
10000002,10000149,71
10000002,10000150,1
10000002,10000151,4
10000002,10000153,26
10000002,10000156,19
10000003,10000000,42
10000003,10000001,120
10000003,10000002,54
10000003,10000003,65
10000003,10000004,15
10000003,10000005,8
10000003,10000006,41
10000003,10000007,1
10000003,10000008,3
10000003,10000009,1
10000003,10000010,2
10000003,10000012,4
10000003,10000013,9
10000003,10000014,1
10000003,10000016,62
10000003,10000018,44
10000003,10000019,24
10000003,10000020,2
10000003,10000021,4
10000003,10000023,1
10000003,10000024,8
10000003,10000025,10
10000003,10000026,5
10000003,10000027,1
10000003,10000028,2
10000003,10000029,4
10000003,10000030,1
10000003,10000032,1
10000003,10000033,28
10000003,10000034,2
10000003,10000035,88
10000003,10000037,1
10000003,10000038,6
10000003,10000039,1
10000003,10000041,3
10000003,10000042,1
10000003,10000043,1
10000003,10000044,5
10000003,10000045,3
10000003,10000046,4
10000003,10000047,1
10000003,10000048,4
10000003,10000049,3
10000003,10000050,25
10000003,10000051,7
10000003,10000052,2
10000003,10000053,2
10000003,10000054,3
10000003,10000055,6
10000003,10000056,2
10000003,10000058,3
10000003,10000059,14
10000003,10000060,17
10000003,10000061,8
10000003,10000062,1
10000003,10000063,6
10000003,10000064,11
10000003,10000065,38
10000003,10000066,2
10000003,10000067,14
10000003,10000068,8
10000003,10000069,3
10000003,10000072,16
10000003,10000073,1
10000003,10000074,2
10000003,10000076,3
10000003,10000077,36
10000003,10000079,17
10000003,10000080,5
10000003,10000081,1
10000003,10000082,3
10000003,10000083,8
10000003,10000084,22
10000003,10000085,10
10000003,10000087,10
10000003,10000088,4
10000003,10000090,6
10000003,10000091,1
10000003,10000092,1
10000003,10000093,4
10000003,10000094,2
10000003,10000095,7
10000003,10000096,3
10000003,10000097,8
10000003,10000098,2
10000003,10000099,27
10000003,10000100,6
10000003,10000101,5
10000003,10000102,3
10000003,10000103,10
10000003,10000104,19
10000003,10000105,1
10000003,10000106,1
10000003,10000107,15
10000003,10000108,2
10000003,10000110,6
10000003,10000113,2
10000003,10000114,2
10000003,10000115,14
10000003,10000117,4
10000003,10000118,10
10000003,10000119,3
10000003,10000120,2
10000003,10000121,14
10000003,10000122,5
10000003,10000123,4
10000003,10000124,28
10000003,10000125,1
10000003,10000127,7
10000003,10000128,4
10000003,10000130,1
10000003,10000131,6
10000003,10000132,2
10000003,10000133,21
10000003,10000135,7
10000003,10000137,21
10000003,10000138,2
10000003,10000139,6
10000003,10000140,3
10000003,10000141,3
10000003,10000142,12
10000003,10000143,21
10000003,10000144,2
10000003,10000145,10
10000003,10000146,4
10000003,10000147,28
10000003,10000148,5
10000003,10000149,47
10000003,10000150,1
10000003,10000151,5
10000003,10000152,6
10000003,10000153,23
10000003,10000154,1
10000003,10000155,1
10000003,10000156,14
10000004,10000000,23
10000004,10000001,84
10000004,10000002,17
10000004,10000003,14
10000004,10000004,76
10000004,10000005,2
10000004,10000006,28
10000004,10000010,6
10000004,10000011,5
10000004,10000013,5
10000004,10000016,22
10000004,10000018,47
10000004,10000019,32
10000004,10000020,4
10000004,10000023,5
10000004,10000024,5
10000004,10000025,11
10000004,10000026,1
10000004,10000027,2
10000004,10000028,5
10000004,10000029,3
10000004,10000030,4
10000004,10000031,4
10000004,10000032,2
10000004,10000033,21
10000004,10000034,1
10000004,10000035,150
10000004,10000037,3
10000004,10000038,5
10000004,10000039,5
10000004,10000041,2
10000004,10000043,1
10000004,10000044,1
10000004,10000045,12
10000004,10000046,4
10000004,10000048,4
10000004,10000049,2
10000004,10000050,45
10000004,10000051,1
10000004,10000053,2
10000004,10000054,2
10000004,10000055,2
10000004,10000057,8
10000004,10000058,10
10000004,10000059,29
10000004,10000060,33
10000004,10000061,13
10000004,10000062,4
10000004,10000063,14
10000004,10000064,14
10000004,10000065,82
10000004,10000066,6
10000004,10000067,19
10000004,10000068,4
10000004,10000070,4
10000004,10000072,15
10000004,10000074,3
10000004,10000075,2
10000004,10000076,3
10000004,10000077,27
10000004,10000078,3
10000004,10000079,20
10000004,10000080,1
10000004,10000082,3
10000004,10000083,9
10000004,10000084,9
10000004,10000085,5
10000004,10000086,1
10000004,10000087,17
10000004,10000088,5
10000004,10000090,10
10000004,10000091,7
10000004,10000092,3
10000004,10000094,9
10000004,10000095,8
10000004,10000097,13
10000004,10000099,10
10000004,10000100,2
10000004,10000101,4
10000004,10000102,4
10000004,10000103,3
10000004,10000104,23
10000004,10000105,1
10000004,10000107,20
10000004,10000108,19
10000004,10000110,9
10000004,10000111,4
10000004,10000112,6
10000004,10000113,1
10000004,10000114,8
10000004,10000115,12
10000004,10000116,1
10000004,10000118,2
10000004,10000119,6
10000004,10000121,23
10000004,10000122,2
10000004,10000123,4
10000004,10000124,15
10000004,10000125,5
10000004,10000126,6
10000004,10000127,10
10000004,10000128,12
10000004,10000130,2
10000004,10000131,1
10000004,10000132,4
10000004,10000133,44
10000004,10000134,1
10000004,10000135,3
10000004,10000136,1
10000004,10000137,8
10000004,10000139,7
10000004,10000140,15
10000004,10000141,5
10000004,10000142,4
10000004,10000143,81
10000004,10000144,2
10000004,10000145,16
10000004,10000146,6
10000004,10000147,35
10000004,10000148,4
10000004,10000149,70
10000004,10000150,11
10000004,10000151,5
10000004,10000152,3
10000004,10000153,29
10000004,10000154,3
10000004,10000155,4
10000004,10000156,12
10000005,10000000,19
10000005,10000001,63
10000005,10000002,9
10000005,10000003,11
10000005,10000004,2
10000005,10000005,21
10000005,10000006,22
10000005,10000007,1
10000005,10000008,1
10000005,10000009,1
10000005,10000010,1
10000005,10000011,3
10000005,10000012,2
10000005,10000013,2
10000005,10000014,4
10000005,10000015,6
10000005,10000016,26
10000005,10000018,21
10000005,10000019,26
10000005,10000020,2
10000005,10000021,3
10000005,10000022,1
10000005,10000023,3
10000005,10000024,1
10000005,10000025,3
10000005,10000026,5
10000005,10000027,2
10000005,10000029,2
10000005,10000030,2
10000005,10000032,1
10000005,10000033,21
10000005,10000034,4
10000005,10000035,107
10000005,10000037,1
10000005,10000038,3
10000005,10000039,5
10000005,10000043,2
10000005,10000044,2
10000005,10000045,2
10000005,10000048,3
10000005,10000049,2
10000005,10000050,28
10000005,10000053,2
10000005,10000054,1
10000005,10000055,4
10000005,10000057,2
10000005,10000058,6
10000005,10000059,22
10000005,10000060,42
10000005,10000061,11
10000005,10000062,2
10000005,10000063,2
10000005,10000064,10
10000005,10000065,40
10000005,10000067,22
10000005,10000068,2
10000005,10000070,8
10000005,10000072,10
10000005,10000073,1
10000005,10000074,8
10000005,10000076,4
10000005,10000077,25
10000005,10000079,4
10000005,10000080,3
10000005,10000081,5
10000005,10000083,4
10000005,10000084,20
10000005,10000085,12
10000005,10000086,3
10000005,10000087,1
10000005,10000089,3
10000005,10000090,3
10000005,10000091,1
10000005,10000092,2
10000005,10000093,3
10000005,10000094,1
10000005,10000095,2
10000005,10000097,1
10000005,10000099,5
10000005,10000100,5
10000005,10000102,1
10000005,10000103,1
10000005,10000104,29
10000005,10000107,10
10000005,10000108,8
10000005,10000110,3
10000005,10000113,1
10000005,10000114,5
10000005,10000115,12
10000005,10000118,2
10000005,10000120,1
10000005,10000121,8
10000005,10000122,6
10000005,10000123,2
10000005,10000124,29
10000005,10000125,4
10000005,10000126,2
10000005,10000127,2
10000005,10000128,1
10000005,10000130,1
10000005,10000131,1
10000005,10000132,1
10000005,10000133,16
10000005,10000134,1
10000005,10000135,1
10000005,10000136,2
10000005,10000137,10
10000005,10000138,2
10000005,10000139,9
10000005,10000140,3
10000005,10000141,1
10000005,10000142,1
10000005,10000143,45
10000005,10000144,2
10000005,10000145,10
10000005,10000146,6
10000005,10000147,42
10000005,10000148,3
10000005,10000149,42
10000005,10000151,11
10000005,10000152,3
10000005,10000153,18
10000005,10000154,2
10000005,10000156,11
10000006,10000000,10
10000006,10000001,15
10000006,10000003,1
10000006,10000006,100
10000006,10000008,2
10000006,10000013,1
10000006,10000016,6
10000006,10000018,3
10000006,10000019,10
10000006,10000020,1
10000006,10000025,1
10000006,10000026,1
10000006,10000032,2
10000006,10000033,6
10000006,10000034,1
10000006,10000035,25
10000006,10000043,1
10000006,10000045,1
10000006,10000048,1
10000006,10000050,6
10000006,10000054,2
10000006,10000055,1
10000006,10000058,2
10000006,10000059,14
10000006,10000060,10
10000006,10000061,1
10000006,10000062,1
10000006,10000065,8
10000006,10000067,6
10000006,10000068,1
10000006,10000069,1
10000006,10000070,1
10000006,10000072,1
10000006,10000074,1
10000006,10000077,4
10000006,10000079,5
10000006,10000084,1
10000006,10000085,1
10000006,10000086,1
10000006,10000087,2
10000006,10000088,1
10000006,10000089,4
10000006,10000090,7
10000006,10000092,1
10000006,10000096,1
10000006,10000097,1
10000006,10000099,1
10000006,10000100,1
10000006,10000102,1
10000006,10000103,1
10000006,10000104,7
10000006,10000105,2
10000006,10000106,1
10000006,10000107,4
10000006,10000108,1
10000006,10000111,1
10000006,10000118,1
10000006,10000119,3
10000006,10000121,5
10000006,10000124,8
10000006,10000132,1
10000006,10000133,2
10000006,10000136,1
10000006,10000137,7
10000006,10000140,1
10000006,10000141,2
10000006,10000143,22
10000006,10000145,2
10000006,10000147,10
10000006,10000148,1
10000006,10000149,23
10000006,10000151,1
10000006,10000152,1
10000006,10000153,1
10000006,10000156,5
10000007,10000000,25
10000007,10000001,54
10000007,10000002,3
10000007,10000003,6
10000007,10000005,5
10000007,10000006,128
10000007,10000007,71
10000007,10000008,7
10000007,10000009,4
10000007,10000010,5
10000007,10000011,3
10000007,10000012,2
10000007,10000016,22
10000007,10000017,2
10000007,10000018,9
10000007,10000019,34
10000007,10000020,3
10000007,10000022,1
10000007,10000023,8
10000007,10000024,2
10000007,10000025,8
10000007,10000026,1
10000007,10000028,1
10000007,10000029,5
10000007,10000030,2
10000007,10000032,2
10000007,10000033,21
10000007,10000034,5
10000007,10000035,162
10000007,10000036,1
10000007,10000038,1
10000007,10000039,1
10000007,10000042,1
10000007,10000043,2
10000007,10000044,3
10000007,10000046,4
10000007,10000047,1
10000007,10000048,3
10000007,10000050,25
10000007,10000051,4
10000007,10000053,1
10000007,10000054,2
10000007,10000055,2
10000007,10000056,1
10000007,10000058,10
10000007,10000059,38
10000007,10000060,48
10000007,10000061,12
10000007,10000062,6
10000007,10000063,10
10000007,10000064,18
10000007,10000065,56
10000007,10000066,11
10000007,10000067,17
10000007,10000068,6
10000007,10000070,5
10000007,10000072,4
10000007,10000074,5
10000007,10000075,1
10000007,10000077,23
10000007,10000078,3
10000007,10000079,10
10000007,10000080,7
10000007,10000081,2
10000007,10000082,1
10000007,10000084,10
10000007,10000085,7
10000007,10000089,7
10000007,10000090,25
10000007,10000093,1
10000007,10000096,1
10000007,10000097,1
10000007,10000099,6
10000007,10000100,1
10000007,10000103,6
10000007,10000104,29
10000007,10000105,2
10000007,10000106,1
10000007,10000107,12
10000007,10000108,1
10000007,10000109,1
10000007,10000110,4
10000007,10000111,2
10000007,10000112,1
10000007,10000114,2
10000007,10000115,1
10000007,10000116,7
10000007,10000118,16
10000007,10000119,28
10000007,10000120,5
10000007,10000121,3
10000007,10000122,3
10000007,10000123,2
10000007,10000124,8
10000007,10000126,1
10000007,10000127,3
10000007,10000128,1
10000007,10000130,4
10000007,10000131,7
10000007,10000132,2
10000007,10000133,5
10000007,10000135,1
10000007,10000136,3
10000007,10000137,10
10000007,10000139,1
10000007,10000140,2
10000007,10000141,2
10000007,10000142,1
10000007,10000143,54
10000007,10000145,13
10000007,10000146,2
10000007,10000147,19
10000007,10000148,2
10000007,10000149,76
10000007,10000150,1
10000007,10000151,2
10000007,10000152,2
10000007,10000153,9
10000007,10000154,1
10000007,10000155,3
10000007,10000156,19
10000008,10000000,15
10000008,10000001,19
10000008,10000002,3
10000008,10000004,1
10000008,10000005,2
10000008,10000006,38
10000008,10000007,4
10000008,10000008,60
10000008,10000009,3
10000008,10000012,2
10000008,10000013,1
10000008,10000015,4
10000008,10000016,13
10000008,10000017,2
10000008,10000018,9
10000008,10000019,26
10000008,10000020,2
10000008,10000023,7
10000008,10000024,10
10000008,10000025,2
10000008,10000026,2
10000008,10000028,5
10000008,10000029,7
10000008,10000030,1
10000008,10000032,4
10000008,10000033,27
10000008,10000034,5
10000008,10000035,124
10000008,10000038,1
10000008,10000040,1
10000008,10000041,4
10000008,10000043,5
10000008,10000045,2
10000008,10000046,2
10000008,10000047,2
10000008,10000048,4
10000008,10000050,10
10000008,10000052,3
10000008,10000053,3
10000008,10000054,2
10000008,10000057,3
10000008,10000058,18
10000008,10000059,16
10000008,10000060,38
10000008,10000061,27
10000008,10000062,4
10000008,10000063,11
10000008,10000064,12
10000008,10000065,38
10000008,10000066,5
10000008,10000067,10
10000008,10000068,4
10000008,10000069,3
10000008,10000070,7
10000008,10000071,2
10000008,10000072,9
10000008,10000073,1
10000008,10000074,10
10000008,10000075,4
10000008,10000076,2
10000008,10000077,19
10000008,10000079,11
10000008,10000080,1
10000008,10000083,1
10000008,10000084,13
10000008,10000086,3
10000008,10000087,1
10000008,10000089,1
10000008,10000090,8
10000008,10000091,1
10000008,10000092,1
10000008,10000096,1
10000008,10000097,1
10000008,10000098,1
10000008,10000099,7
10000008,10000103,1
10000008,10000104,23
10000008,10000105,2
10000008,10000107,2
10000008,10000108,3
10000008,10000110,3
10000008,10000111,1
10000008,10000116,1
10000008,10000118,12
10000008,10000119,20
10000008,10000120,4
10000008,10000121,2
10000008,10000122,1
10000008,10000123,4
10000008,10000124,7
10000008,10000125,3
10000008,10000127,3
10000008,10000129,2
10000008,10000130,6
10000008,10000131,8
10000008,10000132,7
10000008,10000133,4
10000008,10000135,1
10000008,10000136,1
10000008,10000137,5
10000008,10000138,1
10000008,10000139,4
10000008,10000142,3
10000008,10000143,38
10000008,10000144,8
10000008,10000145,4
10000008,10000147,30
10000008,10000148,4
10000008,10000149,72
10000008,10000151,2
10000008,10000153,4
10000008,10000154,1
10000008,10000155,1
10000008,10000156,14
10000009,10000000,12
10000009,10000001,32
10000009,10000002,2
10000009,10000003,2
10000009,10000005,2
10000009,10000006,79
10000009,10000007,7
10000009,10000008,5
10000009,10000009,26
10000009,10000010,1
10000009,10000011,1
10000009,10000012,1
10000009,10000014,5
10000009,10000015,1
10000009,10000016,9
10000009,10000018,11
10000009,10000019,16
10000009,10000020,4
10000009,10000021,1
10000009,10000022,1
10000009,10000023,2
10000009,10000024,6
10000009,10000025,4
10000009,10000026,1
10000009,10000027,2
10000009,10000028,1
10000009,10000029,6
10000009,10000030,2
10000009,10000031,1
10000009,10000032,5
10000009,10000033,24
10000009,10000034,3
10000009,10000035,97
10000009,10000043,1
10000009,10000044,5
10000009,10000045,1
10000009,10000046,3
10000009,10000048,1
10000009,10000050,22
10000009,10000051,3
10000009,10000052,1
10000009,10000054,3
10000009,10000055,2
10000009,10000056,1
10000009,10000058,15
10000009,10000059,22
10000009,10000060,26
10000009,10000061,11
10000009,10000062,3
10000009,10000063,14
10000009,10000064,7
10000009,10000065,28
10000009,10000066,4
10000009,10000067,25
10000009,10000068,3
10000009,10000069,4
10000009,10000071,2
10000009,10000072,12
10000009,10000074,6
10000009,10000075,2
10000009,10000076,1
10000009,10000077,24
10000009,10000079,11
10000009,10000080,4
10000009,10000081,2
10000009,10000084,8
10000009,10000085,1
10000009,10000086,1
10000009,10000087,4
10000009,10000089,2
10000009,10000090,10
10000009,10000092,1
10000009,10000094,1
10000009,10000095,1
10000009,10000097,1
10000009,10000099,5
10000009,10000100,2
10000009,10000102,1
10000009,10000103,1
10000009,10000104,21
10000009,10000105,2
10000009,10000106,4
10000009,10000107,2
10000009,10000108,4
10000009,10000111,1
10000009,10000113,1
10000009,10000114,1
10000009,10000115,1
10000009,10000116,1
10000009,10000117,2
10000009,10000118,13
10000009,10000119,14
10000009,10000120,10
10000009,10000121,4
10000009,10000123,8
10000009,10000124,9
10000009,10000125,4
10000009,10000127,1
10000009,10000128,2
10000009,10000130,11
10000009,10000131,5
10000009,10000132,5
10000009,10000133,4
10000009,10000137,1
10000009,10000139,4
10000009,10000140,8
10000009,10000142,1
10000009,10000143,49
10000009,10000144,4
10000009,10000145,5
10000009,10000146,1
10000009,10000147,22
10000009,10000149,86
10000009,10000152,2
10000009,10000153,14
10000009,10000156,16
10000010,10000000,46
10000010,10000001,123
10000010,10000002,2
10000010,10000003,3
10000010,10000005,2
10000010,10000006,21
10000010,10000007,1
10000010,10000008,7
10000010,10000009,3
10000010,10000010,64
10000010,10000011,29
10000010,10000012,3
10000010,10000013,7
10000010,10000014,4
10000010,10000016,30
10000010,10000018,34
10000010,10000019,29
10000010,10000021,4
10000010,10000022,6
10000010,10000023,9
10000010,10000024,14
10000010,10000025,3
10000010,10000026,12
10000010,10000027,2
10000010,10000028,8
10000010,10000029,21
10000010,10000030,5
10000010,10000031,3
10000010,10000032,22
10000010,10000033,13
10000010,10000034,2
10000010,10000035,212
10000010,10000037,6
10000010,10000038,1
10000010,10000039,1
10000010,10000041,2
10000010,10000043,1
10000010,10000044,3
10000010,10000045,8
10000010,10000046,11
10000010,10000047,4
10000010,10000048,5
10000010,10000049,1
10000010,10000050,36
10000010,10000051,3
10000010,10000052,22
10000010,10000053,32
10000010,10000054,11
10000010,10000055,43
10000010,10000056,5
10000010,10000058,27
10000010,10000059,61
10000010,10000060,96
10000010,10000061,31
10000010,10000062,8
10000010,10000063,25
10000010,10000064,57
10000010,10000065,86
10000010,10000066,10
10000010,10000067,16
10000010,10000068,4
10000010,10000069,3
10000010,10000070,2
10000010,10000071,9
10000010,10000072,35
10000010,10000073,2
10000010,10000074,7
10000010,10000075,3
10000010,10000076,6
10000010,10000077,53
10000010,10000078,9
10000010,10000079,14
10000010,10000080,3
10000010,10000081,1
10000010,10000082,3
10000010,10000084,14
10000010,10000085,1
10000010,10000086,1
10000010,10000087,5
10000010,10000088,2
10000010,10000089,3
10000010,10000090,4
10000010,10000091,4
10000010,10000094,1
10000010,10000095,1
10000010,10000097,1
10000010,10000099,12
10000010,10000101,4
10000010,10000102,1
10000010,10000103,3
10000010,10000104,21
10000010,10000107,7
10000010,10000108,7
10000010,10000109,2
10000010,10000110,4
10000010,10000115,3
10000010,10000116,2
10000010,10000117,1
10000010,10000118,2
10000010,10000119,10
10000010,10000120,2
10000010,10000121,8
10000010,10000122,11
10000010,10000123,7
10000010,10000124,24
10000010,10000125,15
10000010,10000126,4
10000010,10000127,2
10000010,10000128,1
10000010,10000129,1
10000010,10000130,1
10000010,10000132,3
10000010,10000133,16
10000010,10000134,1
10000010,10000135,1
10000010,10000137,16
10000010,10000138,3
10000010,10000139,8
10000010,10000140,8
10000010,10000141,1
10000010,10000142,1
10000010,10000143,74
10000010,10000145,9
10000010,10000146,3
10000010,10000147,75
10000010,10000148,6
10000010,10000149,85
10000010,10000150,2
10000010,10000151,9
10000010,10000152,9
10000010,10000153,10
10000010,10000155,4
10000010,10000156,20
10000011,10000000,53
10000011,10000001,125
10000011,10000002,2
10000011,10000003,10
10000011,10000004,2
10000011,10000005,3
10000011,10000006,15
10000011,10000007,2
10000011,10000008,1
10000011,10000009,1
10000011,10000010,22
10000011,10000011,64
10000011,10000012,10
10000011,10000013,2
10000011,10000014,7
10000011,10000015,5
10000011,10000016,32
10000011,10000018,43
10000011,10000019,24
10000011,10000020,4
10000011,10000021,20
10000011,10000023,7
10000011,10000024,5
10000011,10000025,9
10000011,10000026,9
10000011,10000027,1
10000011,10000028,5
10000011,10000029,28
10000011,10000030,6
10000011,10000031,1
10000011,10000032,20
10000011,10000033,20
10000011,10000034,1
10000011,10000035,226
10000011,10000037,6
10000011,10000038,1
10000011,10000039,4
10000011,10000041,9
10000011,10000043,1
10000011,10000044,3
10000011,10000045,4
10000011,10000046,11
10000011,10000047,3
10000011,10000048,12
10000011,10000049,3
10000011,10000050,45
10000011,10000051,14
10000011,10000052,19
10000011,10000053,32
10000011,10000054,2
10000011,10000055,24
10000011,10000056,3
10000011,10000057,5
10000011,10000058,23
10000011,10000059,51
10000011,10000060,89
10000011,10000061,15
10000011,10000062,12
10000011,10000063,21
10000011,10000064,59
10000011,10000065,112
10000011,10000066,15
10000011,10000067,27
10000011,10000068,8
10000011,10000069,5
10000011,10000070,2
10000011,10000071,22
10000011,10000072,40
10000011,10000073,10
10000011,10000074,15
10000011,10000075,11
10000011,10000076,6
10000011,10000077,59
10000011,10000078,10
10000011,10000079,34
10000011,10000080,2
10000011,10000084,24
10000011,10000085,5
10000011,10000086,5
10000011,10000087,1
10000011,10000088,2
10000011,10000089,3
10000011,10000090,10
10000011,10000092,2
10000011,10000095,2
10000011,10000097,1
10000011,10000099,11
10000011,10000100,2
10000011,10000101,3
10000011,10000102,2
10000011,10000103,9
10000011,10000104,43
10000011,10000105,1
10000011,10000107,10
10000011,10000108,5
10000011,10000109,1
10000011,10000110,7
10000011,10000111,1
10000011,10000113,1
10000011,10000114,3
10000011,10000115,3
10000011,10000116,1
10000011,10000117,1
10000011,10000118,9
10000011,10000119,5
10000011,10000120,1
10000011,10000121,7
10000011,10000122,5
10000011,10000123,3
10000011,10000124,25
10000011,10000125,11
10000011,10000126,2
10000011,10000127,3
10000011,10000129,1
10000011,10000131,1
10000011,10000132,2
10000011,10000133,9
10000011,10000134,1
10000011,10000135,6
10000011,10000136,6
10000011,10000137,24
10000011,10000138,3
10000011,10000139,6
10000011,10000140,20
10000011,10000141,9
10000011,10000142,3
10000011,10000143,69
10000011,10000145,15
10000011,10000146,5
10000011,10000147,66
10000011,10000148,6
10000011,10000149,75
10000011,10000150,1
10000011,10000151,13
10000011,10000152,17
10000011,10000153,28
10000011,10000154,1
10000011,10000155,1
10000011,10000156,11
10000012,10000000,46
10000012,10000001,111
10000012,10000002,2
10000012,10000003,1
10000012,10000005,2
10000012,10000006,7
10000012,10000007,2
10000012,10000008,3
10000012,10000009,1
10000012,10000010,13
10000012,10000011,14
10000012,10000012,26
10000012,10000013,3
